X,Micros
-2.18,274140
-2.19,275536
-2.2,276964
-2.22,278424
-2.23,279756
-2.24,281152
-2.25,282596
-2.26,283980
-2.27,285368
-2.28,286808
-2.3,288188
-2.3,289576
-2.32,290988
-2.33,292368
-2.34,293820
-2.35,295144
-2.36,296596
-2.37,297984
-2.38,299420
-2.39,300748
-2.4,302140
-2.42,303592
-2.43,304996
-2.44,306336
-2.45,307740
-2.46,309080
-2.47,310472
-2.48,311812
-2.49,313256
-2.5,314588
-2.51,315984
-2.53,317432
-2.54,318816
-2.55,320204
-2.56,321592
-2.57,322972
-2.58,324364
-2.59,325692
-2.6,327068
-2.62,328472
-2.63,329864
-2.64,331284
-2.65,332708
-2.66,334100
-2.67,335504
-2.68,336880
-2.7,338332
-2.7,339672
-2.71,341016
-2.73,342436
-2.74,343892
-2.75,345216
-2.76,346592
-2.77,348020
-2.78,349400
-2.79,350736
-2.8,352188
-2.81,353584
-2.83,354972
-2.84,356368
-2.85,357756
-2.86,359152
-2.87,360480
-2.88,361820
-2.89,363280
-2.9,364672
-2.92,366052
-2.93,367464
-2.94,368796
-2.95,370132
-2.96,371748
-2.97,373076
-2.98,374512
-3.0,375912
-3.01,377312
-3.02,378708
-3.03,380096
-3.04,381484
-3.05,382892
-3.06,384280
-3.08,385740
-3.09,387172
-3.1,388564
-3.11,389944
-3.12,391308
-3.13,392692
-3.14,394140
-3.15,395464
-3.16,396860
-3.18,398252
-3.19,399652
-3.2,401044
-3.21,402372
-3.22,403756
-3.23,405156
-3.24,406580
-3.25,407956
-3.26,409340
-3.27,410728
-3.28,412056
-3.29,413508
-3.3,414900
-3.32,416292
-3.33,417676
-3.34,419116
-3.35,420436
-3.36,421880
-3.38,423280
-3.39,424676
-3.4,426060
-3.41,427476
-3.42,428900
-3.43,430232
-3.44,431560
-3.45,432948
-3.46,434388
-3.47,435780
-3.48,437220
-3.5,438648
-3.51,440092
-3.52,441424
-3.53,442868
-3.54,444260
-3.55,445652
-3.56,447040
-3.58,448440
-3.58,449824
-3.59,451152
-3.6,452548
-3.62,454044
-3.63,455444
-3.64,456780
-3.65,458176
-3.66,459612
-3.67,460944
-3.68,462324
-3.7,463736
-3.71,465056
-3.72,466444
-3.73,467848
-3.74,469236
-3.75,470692
-3.76,472176
-3.77,473508
-3.78,474888
-3.79,476276
-3.81,477656
-3.82,479104
-3.83,480496
-3.84,481884
-3.85,483340
-3.86,484716
-3.88,486108
-3.89,487492
-3.9,488896
-3.91,490232
-3.92,491616
-3.93,492944
-3.94,494360
-3.95,495720
-3.96,497136
-3.98,498520
-3.99,499916
-4.0,501300
-4.01,502704
-4.02,504084
-4.03,505536
-4.04,506872
-4.05,508264
-4.06,509708
-4.07,511032
-4.08,512368
-4.09,513816
-4.11,515264
-4.12,516600
-4.13,518004
-4.14,519424
-4.14,520768
-4.16,522244
-4.17,523684
-4.18,525064
-4.19,526452
-4.2,527844
-4.21,529236
-4.22,530568
-4.23,531956
-4.24,533388
-4.26,534820
-4.27,536208
-4.28,537592
-4.29,539028
-4.3,540356
-4.31,541688
-4.32,543084
-4.34,544472
-4.35,545860
-4.36,547292
-4.37,548740
-4.38,550072
-4.39,551436
-4.4,552764
-4.41,554204
-4.42,555612
-4.43,556964
-4.45,558356
-4.46,559796
-4.47,561184
-4.48,562616
-4.49,564012
-4.5,565404
-4.51,566788
-4.53,568192
-4.54,569636
-4.54,571032
-4.55,572372
-4.56,573756
-4.57,575156
-4.59,576540
-4.6,577940
-4.61,579436
-4.62,580768
-4.63,582196
-4.65,583644
-4.66,585020
-4.67,586412
-4.68,587792
-4.69,589176
-4.7,590572
-4.71,591928
-4.72,593264
-4.73,594648
-4.74,596036
-4.75,597420
-4.77,598856
-4.78,600252
-4.79,601580
-4.8,603036
-4.81,604436
-4.82,605828
-4.84,607156
-4.85,608584
-4.86,609928
-4.87,611256
-4.88,612632
-4.89,614084
-4.9,615420
-4.91,616800
-4.92,618204
-4.93,619584
-4.95,620960
-4.96,622364
-4.97,623684
-4.98,625064
-4.99,626460
-5.0,627876
-5.01,629208
-5.02,630600
-5.03,631936
-5.04,633376
-5.05,634756
-5.06,636088
-5.08,637472
-5.09,638940
-5.1,640348
-5.11,641748
-5.13,643176
-5.14,644568
-5.15,645960
-5.16,647360
-5.17,648744
-5.18,650140
-5.19,651504
-5.2,652848
-5.21,654232
-5.22,655620
-5.23,656948
-5.25,658372
-5.26,659764
-5.27,661092
-5.28,662484
-5.29,663924
-5.3,665324
-5.31,666716
-5.33,668160
-5.34,669552
-5.34,671260
-5.35,672660
-5.36,674048
-5.38,675516
-5.39,676948
-5.4,678324
-5.41,679708
-5.42,681096
-5.43,682428
-5.45,683844
-5.46,685240
-5.47,686628
-5.48,688084
-5.49,689476
-5.5,690868
-5.51,692184
-5.52,693628
-5.53,695008
-5.54,696396
-5.55,697796
-5.57,699252
-5.58,700636
-5.59,701968
-5.6,703400
-5.61,704776
-5.62,706172
-5.64,707660
-5.65,708992
-5.66,710404
-5.67,711724
-5.68,713112
-5.69,714500
-5.7,715888
-5.71,717216
-5.72,718708
-5.73,720096
-5.74,721548
-5.75,722948
-5.76,724328
-5.78,725720
-5.79,727136
-5.8,728524
-5.81,729920
-5.82,731304
-5.83,732720
-5.84,734104
-5.85,735440
-5.86,736872
-5.88,738260
-5.89,739636
-5.9,740972
-5.91,742396
-5.92,743808
-5.93,745208
-5.94,746592
-5.96,748056
-5.97,749388
-5.97,750716
-5.98,752096
-6.0,753496
-6.01,754904
-6.02,756232
-6.03,757692
-6.04,759104
-6.05,760532
-6.06,761868
-6.07,763260
-6.09,764640
-6.1,766028
-6.11,767428
-6.12,768876
-6.13,770272
-6.14,771776
-6.15,773164
-6.17,774604
-6.18,775960
-6.19,777360
-6.2,778752
-6.21,780152
-6.22,781484
-6.23,782884
-6.24,784268
-6.26,785696
-6.27,787020
-6.28,788468
-6.29,789860
-6.3,791192
-6.31,792580
-6.32,793948
-6.33,795308
-6.34,796656
-6.35,798048
-6.37,799432
-6.38,800812
-6.39,802208
-6.4,803656
-6.41,805068
-6.42,806448
-6.44,807908
-6.45,809296
-6.46,810696
-6.47,812088
-6.48,813472
-6.49,814884
-6.5,816216
-6.51,817608
-6.52,819000
-6.52,820424
-6.53,821984
-6.54,823416
-6.55,824808
-6.57,826232
-6.58,827624
-6.59,829016
-6.6,830344
-6.61,831732
-6.62,833160
-6.63,834548
-6.64,835876
-6.65,837276
-6.66,838656
-6.68,840080
-6.68,841424
-6.7,842828
-6.71,844256
-6.72,845644
-6.73,847028
-6.75,848416
-6.75,849756
-6.76,851084
-6.78,852472
-6.79,853860
-6.8,855248
-6.81,856624
-6.82,858016
-6.83,859408
-6.84,860732
-6.85,862132
-6.86,863524
-6.88,864976
-6.89,866308
-6.9,867704
-6.91,869100
-6.93,870956
-6.94,872300
-6.95,873684
-6.96,875076
-6.97,876456
-6.98,877896
-6.99,879296
-7.0,880620
-7.01,881996
-7.03,883388
-7.04,884776
-7.05,886176
-7.06,887576
-7.07,888912
-7.08,890304
-7.09,891652
-7.1,893056
-7.12,894444
-7.13,895832
-7.14,897244
-7.15,898624
-7.16,900016
-7.17,901352
-7.18,902740
-7.19,904172
-7.2,905556
-7.22,906940
-7.23,908328
-7.24,909684
-7.25,911020
-7.26,912460
-7.27,913852
-7.28,915288
-7.29,916612
-7.3,917992
-7.32,919392
-7.32,921000
-7.33,922340
-7.34,923724
-7.36,925136
-7.37,926524
-7.38,927960
-7.39,929344
-7.4,930768
-7.41,932092
-7.42,933476
-7.43,934876
-7.45,936264
-7.46,937712
-7.47,939104
-7.48,940428
-7.49,941864
-7.5,943256
-7.51,944644
-7.53,946036
-7.54,947432
-7.55,948820
-7.56,950204
-7.57,951596
-7.58,953036
-7.59,954376
-7.6,955756
-7.61,957144
-7.63,958528
-7.63,959928
-7.65,961324
-7.66,962820
-7.67,964160
-7.68,965548
-7.69,966932
-7.7,968320
-7.71,969704
-7.72,971084
-7.73,972452
-7.74,973844
-7.75,975228
-7.77,976664
-7.78,978048
-7.79,979432
-7.8,980768
-7.81,982148
-7.82,983584
-7.83,984984
-7.84,986364
-7.86,987812
-7.87,989236
-7.88,990564
-7.89,992020
-7.9,993404
-7.91,994796
-7.92,996216
-7.94,997656
-7.94,998988
-7.95,1000428
-7.97,1001860
-7.98,1003308
-7.99,1004652
-8.0,1006076
-8.02,1007520
-8.02,1008872
-8.03,1010248
-8.05,1011696
-8.06,1013076
-8.07,1014472
-8.08,1015872
-8.09,1017264
-8.11,1018984
-8.12,1020368
-8.13,1021796
-8.14,1023176
-8.15,1024616
-8.16,1025952
-8.17,1027384
-8.18,1028784
-8.2,1030216
-8.21,1031560
-8.22,1032892
-8.23,1034284
-8.24,1035632
-8.25,1037036
-8.26,1038464
-8.27,1039848
-8.28,1041176
-8.3,1042616
-8.31,1044004
-8.32,1045392
-8.33,1046768
-8.34,1048152
-8.35,1049564
-8.36,1050932
-8.37,1052332
-8.38,1053720
-8.4,1055100
-8.41,1056488
-8.42,1057868
-8.43,1059308
-8.44,1060644
-8.45,1062092
-8.46,1063476
-8.48,1064912
-8.49,1066308
-8.5,1067700
-8.51,1069124
-8.52,1070500
-8.53,1071952
-8.54,1073276
-8.55,1074668
-8.57,1076100
-8.58,1077484
-8.59,1078868
-8.6,1080272
-8.61,1081652
-8.62,1083044
-8.63,1084452
-8.65,1085840
-8.66,1087292
-8.67,1088628
-8.68,1089956
-8.69,1091376
-8.7,1092760
-8.71,1094096
-8.72,1095492
-8.73,1096920
-8.74,1098252
-8.75,1099596
-8.77,1101020
-8.78,1102404
-8.79,1103824
-8.8,1105260
-8.81,1106648
-8.82,1107976
-8.83,1109400
-8.85,1110740
-8.86,1112132
-8.87,1113524
-8.88,1114916
