X,Micros
2.43,311836
2.44,313228
2.45,314616
2.46,316048
2.47,317376
2.48,318820
2.5,320260
2.51,321696
2.51,323028
2.52,324360
2.54,325832
2.55,327216
2.56,328616
2.57,329996
2.58,331384
2.59,332780
2.6,334164
2.62,335552
2.63,336944
2.64,338340
2.65,339736
2.66,341180
2.67,342512
2.68,343896
2.69,345316
2.7,346700
2.72,348124
2.73,349568
2.74,350976
2.75,352364
2.76,353784
2.77,355116
2.78,356500
2.79,357896
2.8,359324
2.81,360704
2.82,362092
2.83,363432
2.84,364808
2.85,366204
2.86,367588
2.87,369016
2.89,370420
2.9,371808
2.9,373140
2.92,374532
2.93,375936
2.94,377316
2.95,378764
2.96,380164
2.98,381556
2.98,382952
2.99,384300
3.01,385756
3.02,387140
3.03,388532
3.04,389936
3.05,391376
3.06,392696
3.07,394036
3.08,395416
3.1,396856
3.11,398260
3.12,399596
3.13,400988
3.14,402384
3.15,403744
3.16,405104
3.17,406504
3.18,407884
3.19,409268
3.2,410712
3.21,412092
3.22,413484
3.23,414892
3.25,416332
3.26,417708
3.27,419088
3.28,420536
3.29,421864
3.3,423248
3.31,424576
3.32,425976
3.33,427420
3.35,428808
3.36,430220
3.37,431600
3.38,433048
3.39,434376
3.4,435768
3.41,437216
3.43,438616
3.44,440016
3.45,441396
3.46,442780
3.47,444116
3.48,445496
3.49,446880
3.5,448276
3.51,449704
3.53,451136
3.53,452476
3.55,453908
3.56,455296
3.57,456740
3.58,458128
3.58,459520
3.6,460972
3.61,462408
3.62,463736
3.63,465184
3.64,466624
3.65,468016
3.66,469396
3.68,470800
3.69,472188
3.7,473564
3.71,474952
3.72,476372
3.73,477764
3.74,479156
3.76,480548
3.77,481984
3.78,483316
3.79,484704
3.8,486100
3.81,487492
3.82,488872
3.83,490256
3.85,491696
3.85,493032
3.87,494424
3.88,495820
3.89,497208
3.9,498596
3.91,499976
3.92,501360
3.93,502756
3.94,504132
3.95,505568
3.97,506960
3.98,508400
3.98,509852
4.0,511280
4.01,512724
4.02,514048
4.03,515424
4.04,516812
4.05,518200
4.06,519644
4.07,521028
4.08,522412
4.09,523740
4.11,525172
4.12,526556
4.13,528000
4.14,529448
4.15,530836
4.16,532224
4.18,533608
4.19,535000
4.2,536392
4.21,537780
4.22,539164
4.23,540580
4.24,541948
4.25,543328
4.26,544672
4.28,546060
4.29,547448
4.3,548840
4.31,550220
4.32,551608
4.33,553048
4.34,554420
4.36,555864
4.37,557240
4.36,558748
4.38,560144
4.39,561592
4.4,562928
4.41,564308
4.42,565812
4.43,567176
4.44,568560
4.46,569992
4.47,571384
4.48,572720
4.49,574104
4.5,575508
4.51,576896
4.52,578284
4.53,579660
4.55,581076
4.55,582412
4.56,583796
4.58,585172
4.59,586616
4.6,588008
4.61,589388
4.62,590776
4.63,592216
4.64,593544
4.66,594928
4.67,596312
4.68,597708
4.69,599116
4.7,600504
4.71,601896
4.72,603244
4.73,604640
4.75,606036
4.76,607412
4.75,608784
4.77,610336
4.78,611736
4.79,613128
4.8,614572
4.81,615960
4.82,617352
4.83,618744
4.84,620136
4.85,621520
4.86,622908
4.88,624312
4.89,625732
4.9,627088
4.91,628432
4.92,629812
4.93,631196
4.94,632540
4.95,633876
4.97,635292
4.98,636680
4.99,638076
5.0,639508
5.01,640944
5.02,642272
5.03,643656
5.04,645040
5.05,646420
5.07,647816
5.08,649272
5.09,650656
5.1,652100
5.11,653428
5.12,654844
5.13,656248
5.14,657588
5.15,659076
5.16,660524
5.17,661856
5.18,663248
5.2,664624
5.21,666048
5.22,667428
5.23,668820
5.24,670268
5.25,671600
5.26,672992
5.28,674380
5.29,675824
5.3,677216
5.31,678660
5.32,680052
5.33,681428
5.34,682772
5.35,684220
5.36,685604
5.38,687024
5.39,688428
5.4,689808
5.41,691144
5.42,692536
5.43,693924
5.45,695340
5.45,696736
5.47,698096
5.48,699468
5.49,700904
5.5,702244
5.51,703628
5.52,705004
5.53,706396
5.54,707780
5.56,709260
5.57,710648
5.58,712032
5.59,713448
5.6,714836
5.61,716224
5.62,717604
5.64,718992
5.65,720328
5.65,721668
5.66,723052
5.68,724432
5.69,725880
5.7,727272
5.71,728716
5.73,730116
5.74,731500
5.75,732904
5.76,734348
5.77,735676
5.78,737076
5.79,738464
5.8,739856
5.81,741188
5.82,742580
5.83,744020
5.85,745472
5.86,746816
5.87,748216
5.88,749596
5.89,750928
5.9,752360
5.92,753800
5.93,755192
5.94,756592
5.95,757868
5.96,759360
5.97,760732
5.98,762064
5.99,763476
6.0,764928
6.01,766312
6.03,767744
6.04,769136
6.05,770520
6.06,771932
6.07,773264
6.08,774708
6.09,776044
6.11,777488
6.12,778872
6.13,780304
6.14,781632
6.15,783020
6.16,784400
6.17,785784
6.18,787236
6.2,788624
6.21,790068
6.22,791404
6.23,792796
6.24,794180
6.25,795568
6.26,796940
6.27,798324
6.28,799720
6.29,801044
6.3,802472
6.32,803896
6.33,805288
6.34,806684
6.35,808564
6.36,810016
6.37,811404
6.38,812768
6.39,814212
6.4,815540
6.41,816932
6.43,818316
6.44,819736
6.45,821080
6.45,822412
6.47,823796
6.48,825244
6.49,826600
6.5,827984
6.52,829428
6.53,830808
6.54,832200
6.55,833612
6.56,835000
6.57,836328
6.58,837752
6.59,839140
6.6,840464
6.61,841796
6.62,843128
6.63,844524
6.65,845904
6.66,847276
6.67,848668
6.68,850056
6.69,851380
6.7,852812
6.72,854256
6.73,855580
6.72,857060
6.73,858440
6.74,859832
6.75,861152
6.76,862484
6.77,863868
6.78,865260
6.8,866648
6.81,868092
6.82,869532
6.83,870860
6.84,872252
6.85,873636
6.87,875028
6.88,876420
6.89,877856
6.9,879256
6.91,880584
6.92,881920
6.93,883300
6.94,884700
6.95,886080
6.96,887420
6.98,888872
6.99,890304
7.0,891704
7.01,893132
7.02,894516
7.03,895900
7.04,897288
7.06,898740
7.07,900140
7.07,901468
7.08,902796
7.1,904224
7.11,905604
7.11,906996
7.12,908336
7.13,909772
7.15,911152
7.16,912488
7.17,913880
7.18,915268
7.19,916692
7.2,918072
7.21,919464
7.22,920784
7.23,922120
7.24,923544
7.25,924932
7.27,926316
7.28,927708
7.29,929080
7.3,930516
7.31,931852
7.32,933232
7.34,934648
7.35,936028
7.36,937416
7.37,938868
7.38,940240
7.39,941568
7.4,942956
7.41,944396
7.42,945724
7.43,947140
7.45,948524
7.46,949912
7.47,951324
7.48,952708
7.49,954212
7.5,955592
7.51,956976
7.53,958404
7.54,959736
7.54,961072
7.55,962412
7.57,963784
7.58,965164
7.59,966612
7.6,968012
7.61,969408
7.62,970840
7.63,972192
7.65,973600
7.66,974988
7.67,976400
7.68,977840
7.69,979276
7.7,980600
7.71,981940
7.72,983272
7.73,984664
7.75,986040
7.76,987424
7.77,988928
7.78,990252
7.79,991584
7.8,992980
7.81,994356
7.82,995736
7.84,997152
7.85,998536
7.86,999920
7.87,1001256
7.88,1002636
7.89,1004080
7.9,1005468
7.91,1007064
7.93,1008564
7.94,1009952
7.95,1011400
7.96,1012732
7.97,1014128
7.98,1015516
8.0,1016908
8.01,1018340
8.02,1019728
8.03,1021048
8.04,1022432
8.05,1023880
8.06,1025256
8.07,1026640
8.08,1028064
8.1,1029448
8.1,1030844
8.12,1032268
8.13,1033660
8.14,1035064
8.15,1036400
8.17,1037832
8.18,1039260
8.18,1040580
8.19,1041912
8.21,1043320
8.22,1044708
8.23,1046092
8.24,1047484
8.25,1048872
8.26,1050248
8.27,1051588
8.28,1052968
8.3,1054360
8.31,1055732
8.31,1057056
8.32,1058444
8.33,1059848
8.34,1061232
8.35,1062600
8.36,1063992
8.37,1065376
8.38,1066764
8.4,1068200
8.41,1069588
8.42,1070912
8.43,1072308
8.44,1073684
8.45,1075124
8.47,1076568
8.48,1078008
8.49,1079344
8.5,1080664
8.5,1081996
8.52,1083384
8.53,1084792
8.54,1086128
8.55,1087512
8.56,1088956
8.57,1090284
8.58,1091616
8.6,1093004
8.61,1094384
8.62,1095764
8.63,1097172
8.64,1098564
8.65,1099940
8.66,1101324
8.67,1102692
8.68,1104120
8.7,1105500
8.69,1106836
8.71,1108280
8.72,1109708
8.73,1111036
8.74,1112424
